key_0,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Delay,Predicted_date
35903,U001,200799367,MCL foundation,,2020,1930862156,06-05-2020,20200506,20200506,21-05-2020,USD,RV,1,91038.57,20200506,NAA8,1930862156,1,1.010989011,22-05-2020
35918,U001,200705372,FR llc,,2020,1930778375,14-04-2020,20200411,20200414,29-04-2020,USD,RV,1,143097.62,20200414,NAA8,1930778375,1,1.010989011,30-04-2020
35920,U001,200769623,WAL-MAR corporation,,2020,1930862702,06-05-2020,20200506,20200506,21-05-2020,USD,RV,1,1247.36,20200506,NAH4,1930862702,1,1.010989011,22-05-2020
35924,U001,200769623,WAL-MAR in,,2020,1930684490,23-03-2020,20200321,20200323,07-04-2020,USD,RV,1,46997.9,20200323,NAH4,1930684490,1,1.010989011,08-04-2020
35933,U001,200794332,COST foundation,,2020,1930670243,19-03-2020,20200318,20200319,03-04-2020,USD,RV,1,14204.38,20200319,NAAX,1930670243,1,1.010989011,04-04-2020
35940,U001,CCCA02,KRAFT  trust,,2020,1930666288,19-03-2020,20200318,20200319,23-04-2020,USD,RV,1,7684.8,20200319,NAG2,1930666288,1,1.010989011,24-04-2020
35941,U001,200726979,BJ'S  foundation,,2020,1930780512,03-04-2020,20200413,20200403,18-04-2020,USD,RV,1,305.55,20200403,NAA8,1930780512,1,1.010989011,19-04-2020
35943,U001,200782772,ASSOC G co,,2020,1930855822,04-05-2020,20200504,20200504,19-05-2020,USD,RV,1,74567.1,20200504,NAA8,1930855822,1,1.010989011,20-05-2020
35944,U001,200769623,WAL-MAR associates,,2020,1930675188,21-03-2020,20200320,20200321,05-04-2020,USD,RV,1,4763.83,20200321,NAH4,1930675188,1,1.010989011,06-04-2020
35947,U001,200526831,PERISH us,,2020,1930612007,06-03-2020,20200306,20200306,21-03-2020,USD,RV,1,123384.91,20200306,NAA8,1930612007,1,1.010989011,22-03-2020
35955,U001,200769623,WAL-MAR systems,,2020,1930608237,07-03-2020,20200305,20200307,22-03-2020,USD,RV,1,33050.07,20200307,NAH4,1930608237,1,1.010989011,23-03-2020
35960,U001,200769623,WAL-MAR associates,,2020,1930839530,01-05-2020,20200429,20200501,16-05-2020,USD,RV,1,19997.12,20200501,NAH4,1930839530,1,1.010989011,17-05-2020
35965,U001,200744019,TARG trust,,2020,1930739159,03-04-2020,20200403,20200403,18-04-2020,USD,RV,1,2884.9,20200403,NAA8,1930739159,1,1.010989011,19-04-2020
35977,U001,200126819,MCLANE ,,2020,1930645689,12-03-2020,20200312,20200312,27-03-2020,USD,RV,1,20757,20200312,NAA8,1930645689,1,1.010989011,28-03-2020
35984,U001,200707822,PUBLI us,,2020,1930757094,06-04-2020,20200406,20200406,21-04-2020,USD,RV,1,19814.48,20200406,NAA8,1930757094,1,1.010989011,22-04-2020
35989,U001,200703398,NEX systems,,2020,1930604768,05-03-2020,20200305,20200305,20-03-2020,USD,RV,1,130.68,20200305,NAA8,1930604768,1,1.010989011,21-03-2020
35993,U001,200769623,WAL-MAR trust,,2020,1930760923,08-04-2020,20200408,20200408,23-04-2020,USD,RV,1,18666.87,20200408,NAH4,1930760923,1,1.010989011,24-04-2020
35995,CA02,140104331,CORE-M corp,,2020,2960617932,02-03-2020,20200302,20200302,14-03-2020,CAD,RV,1,5832.72,20200304,CA10,2960617932,1,2.169835234,16-03-2020
36002,U001,100031704,DELHAIZE trust,,2020,1930821999,30-04-2020,20200424,20200430,15-05-2020,USD,RV,1,15775.7,20200430,NAA8,1930821999,1,1.010989011,16-05-2020
36011,U001,200761497,NEX corporation,,2020,1930797500,17-04-2020,20200417,20200417,02-05-2020,USD,RV,1,475.2,20200417,NAA8,1930797500,1,1.010989011,03-05-2020
36018,U001,200803720,DEC co,,2020,1930819166,23-04-2020,20200423,20200423,09-05-2020,USD,RV,1,448.26,20200416,NAM4,1930819166,1,93.66666667,10-08-2020
36025,U001,200769623,WAL-MAR llc,,2020,1930675446,23-03-2020,20200320,20200323,07-04-2020,USD,RV,1,17185.11,20200323,NAH4,1930675446,1,1.010989011,08-04-2020
36031,U001,200748108,KROGER in,,2020,1930827316,25-04-2020,20200425,20200425,10-05-2020,USD,RV,1,76126.64,20200425,NAA8,1930827316,1,1.010989011,11-05-2020
36040,U001,200418007,AM co,,2020,1930767198,14-04-2020,20200409,20200414,18-06-2020,USD,RV,1,20630.4,20200414,NAGD,1930767198,1,1.010989011,19-06-2020
36043,U001,200705372,FR in,,2020,1930737226,08-04-2020,20200402,20200408,23-04-2020,USD,RV,1,5600,20200408,NAA8,1930737226,1,1.010989011,24-04-2020
36047,U001,200275115,SHAWS  systems,,2020,1930768468,11-04-2020,20200409,20200411,26-04-2020,USD,RV,1,6147.94,20200411,NAA8,1930768468,1,1.010989011,27-04-2020
36052,U001,200714710,SYSCO  corporation,,2020,1930674366,21-03-2020,20200320,20200321,05-04-2020,USD,RV,1,10144.03,20200321,NAA8,1930674366,1,1.010989011,06-04-2020
36056,U001,200759878,SA systems,,2020,1930804894,23-04-2020,20200421,20200423,08-05-2020,USD,RV,1,30994.08,20200423,NAH4,1930804894,1,1.010989011,09-05-2020
36058,U001,200707822,PUBLI associates,,2020,1930821981,23-04-2020,20200424,20200423,08-05-2020,USD,RV,1,121344.38,20200423,NAA8,1930821981,1,1.010989011,09-05-2020
36061,U001,200794332,COST foundation,,2020,1930620495,10-03-2020,20200307,20200310,25-03-2020,USD,RV,1,14204.38,20200310,NAAX,1930620495,1,1.010989011,26-03-2020
36070,U001,200779906,BOZZU corporation,,2020,1930709416,27-03-2020,20200327,20200327,11-04-2020,USD,RV,1,110096.06,20200327,NAA8,1930709416,1,1.010989011,12-04-2020
36080,U001,200020431,DEC co,,2020,1930599746,04-03-2020,20200304,20200304,24-03-2020,USD,RV,1,9111.81,20200301,NAM4,1930599746,1,93.66666667,25-06-2020
36095,U001,200706844,WINC in,,2020,1930818533,24-04-2020,20200423,20200424,09-05-2020,USD,RV,1,15501.95,20200424,NAA8,1930818533,1,1.010989011,10-05-2020
36105,U001,200762301,C&S WH systems,,2020,1930778548,14-04-2020,20200413,20200414,29-04-2020,USD,RV,1,22456.69,20200414,NAC6,1930778548,1,1.010989011,30-04-2020
36106,U001,200434439,BAUGH SU ,,2020,1930636996,10-03-2020,20200311,20200310,30-03-2020,USD,RV,1,22348.8,20200310,NAD1,1930636996,1,1.010989011,31-03-2020
36112,U001,200713007,KEEFE  trust,,2020,1930797683,17-04-2020,20200417,20200417,02-05-2020,USD,RV,1,28322,20200417,NAA8,1930797683,1,1.010989011,03-05-2020
36115,U001,200148860,DOLLA corporation,,2020,1930635394,11-03-2020,20200311,20200311,26-03-2020,USD,RV,1,116532,20200311,NAA8,1930635394,1,1.010989011,27-03-2020
36124,U001,200792734,MDV/ corp,,2020,1930758289,06-04-2020,20200407,20200406,21-04-2020,USD,RV,1,2206.18,20200406,NAA8,1930758289,1,1.010989011,22-04-2020
36127,U001,200769623,WAL-MAR associates,,2020,1930695884,26-03-2020,20200326,20200326,10-04-2020,USD,RV,1,2322.34,20200326,NAH4,1930695884,1,1.010989011,11-04-2020
36128,U001,200769623,WAL-MAR us,,2020,1930580219,28-02-2020,20200227,20200228,14-03-2020,USD,RV,1,1898.9,20200228,NAH4,1930580219,1,1.010989011,15-03-2020
36130,U001,200936373,SUPE co,,2020,1930659958,18-03-2020,20200317,20200318,02-04-2020,USD,RV,1,67109.12,20200318,NAA8,1930659958,1,1.010989011,03-04-2020
36131,U001,200769623,WAL-MAR llc,,2020,1930752276,07-04-2020,20200406,20200407,22-04-2020,USD,RV,1,54256.79,20200407,NAH4,1930752276,1,1.010989011,23-04-2020
36135,U013,140103409,BUTTE co,,2020,1991841115,15-03-2020,20200311,20200315,14-04-2020,USD,RV,1,9083.25,20200315,NAVE,1991841115,1,-1.848095849,12-04-2020
36137,U001,200761734,H E BUT ,,2020,1930830258,28-04-2020,20200427,20200428,13-05-2020,USD,RV,1,9464.35,20200428,NAA8,1930830258,1,1.010989011,14-05-2020
36138,U001,200705742,DOT ,,2020,1930653149,16-03-2020,20200314,20200316,31-03-2020,USD,RV,1,34582.56,20200316,NAA8,1930653149,1,1.010989011,01-04-2020
36146,U001,200936373,SUPE llc,,2020,1930856011,06-05-2020,20200505,20200506,21-05-2020,USD,RV,1,42608.9,20200506,NAA8,1930856011,1,1.010989011,22-05-2020
36160,U001,200152991,JET trust,,2020,1930708273,26-03-2020,20200326,20200326,15-04-2020,USD,RV,1,475.32,20200326,NAD1,1930708273,1,1.010989011,16-04-2020
36163,U001,200772595,SAFEW us,,2020,1930636888,11-03-2020,20200311,20200311,26-03-2020,USD,RV,1,16474.07,20200311,NAA8,1930636888,1,1.010989011,27-03-2020
36171,U001,200769623,WAL-MAR us,,2020,1930664607,18-03-2020,20200317,20200318,02-04-2020,USD,RV,1,14611.73,20200318,NAH4,1930664607,1,1.010989011,03-04-2020
36179,U001,200769623,WAL-MAR corporation,,2020,1930854667,04-05-2020,20200503,20200504,19-05-2020,USD,RV,1,9503.2,20200504,NAH4,1930854667,1,1.010989011,20-05-2020
36181,U001,200726979,BJ'S  systems,,2020,1930828959,26-04-2020,20200427,20200426,11-05-2020,USD,RV,1,554.96,20200426,NAA8,1930828959,1,1.010989011,12-05-2020
36192,U001,200769623,WAL-MAR associates,,2020,1930705606,26-03-2020,20200326,20200326,10-04-2020,USD,RV,1,10690.67,20200326,NAH4,1930705606,1,1.010989011,11-04-2020
36193,U001,200780383,MEIJ us,,2020,1930724033,31-03-2020,20200331,20200331,15-04-2020,USD,RV,1,45953.63,20200331,NAA8,1930724033,1,1.010989011,16-04-2020
36194,U001,200769556,SHAM llc,,2020,1930592863,05-03-2020,20200303,20200305,20-03-2020,USD,RV,1,37886.96,20200305,NAA8,1930592863,1,1.010989011,21-03-2020
36203,U001,200759878,SA systems,,2020,1930731196,03-04-2020,20200401,20200403,18-04-2020,USD,RV,1,28368.81,20200403,NAH4,1930731196,1,1.010989011,19-04-2020
36206,U001,200780383,MEIJ in,,2020,1930831723,27-04-2020,20200428,20200427,12-05-2020,USD,RV,1,24195.17,20200427,NAA8,1930831723,1,1.010989011,13-05-2020
36208,U001,200769623,WAL-MAR trust,,2020,1930830514,27-04-2020,20200427,20200427,12-05-2020,USD,RV,1,40767.82,20200427,NAH4,1930830514,1,1.010989011,13-05-2020
36214,U001,200744019,TARG ,,2020,1930710434,27-03-2020,20200327,20200327,11-04-2020,USD,RV,1,48686.4,20200327,NAA8,1930710434,1,1.010989011,12-04-2020
36222,U001,200769369,DI corporation,,2020,1930692458,25-03-2020,20200324,20200325,09-04-2020,USD,RV,1,46561.56,20200325,NAA8,1930692458,1,1.010989011,10-04-2020
36223,U001,200769623,WAL-MAR corp,,2020,1930849812,02-05-2020,20200501,20200502,17-05-2020,USD,RV,1,39451.03,20200502,NAH4,1930849812,1,1.010989011,18-05-2020
36224,U001,200769623,WAL-MAR corporation,,2020,1930839399,30-04-2020,20200430,20200430,15-05-2020,USD,RV,1,2169.37,20200430,NAH4,1930839399,1,1.010989011,16-05-2020
36230,CA02,140105785,SHOPPE co,,2020,2960627757,11-04-2020,20200411,20200411,26-04-2020,CAD,RV,1,34025.6,20200416,CA10,2960627757,1,2.169835234,28-04-2020
36231,U001,200707822,PUBLI in,,2020,1930731318,01-04-2020,20200401,20200401,16-04-2020,USD,RV,1,7276.54,20200401,NAA8,1930731318,1,1.010989011,17-04-2020
36234,U001,200769623,WAL-MAR corporation,,2020,1930700630,26-03-2020,20200325,20200326,10-04-2020,USD,RV,1,2019.69,20200326,NAH4,1930700630,1,1.010989011,11-04-2020
36235,U001,200704858,WAKE associates,,2020,1930718029,30-03-2020,20200329,20200330,14-04-2020,USD,RV,1,122961.19,20200330,NAA8,1930718029,1,1.010989011,15-04-2020
36247,U001,200705742,DOT co,,2020,1930835833,30-04-2020,20200429,20200430,15-05-2020,USD,RV,1,11897.83,20200430,NAA8,1930835833,1,1.010989011,16-05-2020
36254,U001,200772595,SAFEW us,,2020,1930800581,21-04-2020,20200418,20200421,06-05-2020,USD,RV,1,4298.12,20200421,NAA8,1930800581,1,1.010989011,07-05-2020
36262,U001,200803720,DEC llc,,2020,1930872255,07-05-2020,20200507,20200507,24-05-2020,USD,RV,1,90.84,20200501,NAM4,1930872255,1,93.66666667,25-08-2020
36267,U013,140103699,L&E IN associates,,2020,1991839730,27-02-2020,20200223,20200227,28-03-2020,USD,RV,1,52361.01,20200227,NAVE,1991839730,1,-1.848095849,26-03-2020
36270,U001,200936373,SUPE associates,,2020,1930725744,02-04-2020,20200331,20200402,17-04-2020,USD,RV,1,114763.08,20200402,NAA8,1930725744,1,1.010989011,18-04-2020
36281,U001,200726979,BJ'S  us,,2020,1930772946,04-04-2020,20200410,20200404,19-04-2020,USD,RV,1,567.52,20200404,NAA8,1930772946,1,1.010989011,20-04-2020
36286,U001,200769623,WAL-MAR associates,,2020,1930581241,28-02-2020,20200228,20200228,14-03-2020,USD,RV,1,429,20200228,NAH4,1930581241,1,1.010989011,15-03-2020
36288,U001,200769623,WAL-MAR associates,,2020,1930747117,04-04-2020,20200404,20200404,19-04-2020,USD,RV,1,23707.65,20200404,NAH4,1930747117,1,1.010989011,20-04-2020
36296,U001,200793568,SUPE co,,2020,1930789932,15-04-2020,20200415,20200415,30-04-2020,USD,RV,1,108812.44,20200415,NAA8,1930789932,1,1.010989011,01-05-2020
36304,U001,200769623,WAL-MAR systems,,2020,1930597881,05-03-2020,20200304,20200305,20-03-2020,USD,RV,1,40821.29,20200305,NAH4,1930597881,1,1.010989011,21-03-2020
36307,U001,200705742,DOT co,,2020,1930692134,19-03-2020,20200324,20200319,22-04-2020,USD,RV,1,4606.37,20200319,NAAW,1930692134,1,1.010989011,23-04-2020
36308,U001,200726979,BJ'S  co,,2020,1930677240,21-03-2020,20200321,20200321,05-04-2020,USD,RV,1,138.9,20200321,NAA8,1930677240,1,1.010989011,06-04-2020
36311,U001,CCCA02,KRAFT  associates,,2020,1930703835,28-03-2020,20200326,20200328,02-05-2020,USD,RV,1,28920.54,20200328,NAG2,1930703835,1,1.010989011,03-05-2020
36315,U001,CCCA02,KRAFT  corp,,2020,1930641674,12-03-2020,20200311,20200312,16-04-2020,USD,RV,1,12602.88,20200312,NAG2,1930641674,1,1.010989011,17-04-2020
36323,U001,200769623,WAL-MAR ,,2020,1930878063,09-05-2020,20200508,20200509,24-05-2020,USD,RV,1,2352.97,20200509,NAH4,1930878063,1,1.010989011,25-05-2020
36327,U001,200769623,WAL-MAR associates,,2020,1930827688,26-04-2020,20200426,20200426,11-05-2020,USD,RV,1,4650.16,20200426,NAH4,1930827688,1,1.010989011,12-05-2020
36328,U001,200749225,SUPER  llc,,2020,1930576746,27-02-2020,20200227,20200227,13-03-2020,USD,RV,1,6245.5,20200227,NAA8,1930576746,1,1.010989011,14-03-2020
36334,U001,200704045,RA corp,,2020,1930838118,29-04-2020,20200429,20200429,14-05-2020,USD,RV,1,147.34,20200429,NAA8,1930838118,1,1.010989011,15-05-2020
36339,U001,200799342,MITCH us,,2020,1930818577,23-04-2020,20200423,20200423,08-05-2020,USD,RV,1,7792.84,20200423,NAA8,1930818577,1,1.010989011,09-05-2020
36343,U001,200418007,AM trust,,2020,1930676610,25-03-2020,20200320,20200325,09-04-2020,USD,RV,1,5659.44,20200325,NAA8,1930676610,1,1.010989011,10-04-2020
36351,U001,200769623,WAL-MAR co,,2020,1930611653,05-03-2020,20200306,20200305,20-03-2020,USD,RV,1,29607.24,20200305,NAH4,1930611653,1,1.010989011,21-03-2020
36357,U001,200769623,WAL-MAR co,,2020,1930796744,19-04-2020,20200418,20200419,04-05-2020,USD,RV,1,863.79,20200419,NAH4,1930796744,1,1.010989011,05-05-2020
36360,U001,200447006,ANTONIO us,,2020,1930709279,27-03-2020,20200327,20200327,11-04-2020,USD,RV,1,57254.22,20200327,NAA8,1930709279,1,1.010989011,12-04-2020
36362,U001,200793830,M trust,,2020,1930820187,23-04-2020,20200423,20200423,08-05-2020,USD,RV,1,16435.66,20200423,NAA8,1930820187,1,1.010989011,09-05-2020
36363,U001,200744019,TARG corporation,,2020,1930677275,22-03-2020,20200321,20200322,06-04-2020,USD,RV,1,15474.55,20200322,NAA8,1930677275,1,1.010989011,07-04-2020
36366,U001,200769623,WAL-MAR associates,,2020,1930831067,28-04-2020,20200427,20200428,13-05-2020,USD,RV,1,36629.44,20200428,NAH4,1930831067,1,1.010989011,14-05-2020
36368,U001,200820380,SMITH'S in,,2020,1930582798,01-03-2020,20200229,20200301,16-03-2020,USD,RV,1,88293.22,20200301,NAA8,1930582798,1,1.010989011,17-03-2020
36371,U001,200769623,WAL-MAR systems,,2020,1930799427,19-04-2020,20200417,20200419,04-05-2020,USD,RV,1,533.13,20200419,NAH4,1930799427,1,1.010989011,05-05-2020
36377,U001,200780383,MEIJ ,,2020,1930769616,09-04-2020,20200409,20200409,24-04-2020,USD,RV,1,69106.99,20200409,NAA8,1930769616,1,1.010989011,25-04-2020
36379,U001,200726979,BJ'S  corp,,2020,1930642896,12-03-2020,20200312,20200312,27-03-2020,USD,RV,1,903.08,20200312,NAA8,1930642896,1,1.010989011,28-03-2020
36387,U001,200132251,SUPERB co,,2020,1930572656,05-03-2020,20200302,20200305,20-03-2020,USD,RV,1,2349.65,20200305,NAA8,1930572656,1,1.010989011,21-03-2020
36400,U001,200571849,US  foundation,,2020,1930814376,24-04-2020,20200422,20200424,09-05-2020,USD,RV,1,7379.21,20200424,NAA8,1930814376,1,1.010989011,10-05-2020
36406,U001,200769623,WAL-MAR co,,2020,1930730740,02-04-2020,20200402,20200402,17-04-2020,USD,RV,1,8727.36,20200402,NAH4,1930730740,1,1.010989011,18-04-2020
36407,U001,200769623,WAL-MAR corporation,,2020,1930601500,04-03-2020,20200304,20200304,19-03-2020,USD,RV,1,1695.68,20200304,NAH4,1930601500,1,1.010989011,20-03-2020
36418,U001,200769623,WAL-MAR co,,2020,1930884931,11-05-2020,20200510,20200511,26-05-2020,USD,RV,1,24030.28,20200511,NAH4,1930884931,1,1.010989011,27-05-2020
36424,U001,200769623,WAL-MAR associates,,2020,1930855419,05-05-2020,20200503,20200505,20-05-2020,USD,RV,1,17951.93,20200505,NAH4,1930855419,1,1.010989011,21-05-2020
36434,U001,100057168,CO trust,,2020,1930802086,20-04-2020,20200420,20200420,24-06-2020,USD,RV,1,532.78,20200420,NAGD,1930802086,1,1.010989011,25-06-2020
36450,U001,200744019,TARG co,,2020,1930804133,21-04-2020,20200420,20200421,06-05-2020,USD,RV,1,23142.6,20200421,NAA8,1930804133,1,1.010989011,07-05-2020
36455,U001,200555117,BURR corporation,,2020,1930747074,08-04-2020,20200404,20200408,23-04-2020,USD,RV,1,55179.67,20200408,NAA8,1930747074,1,1.010989011,24-04-2020
36457,U001,200793568,SUPE associates,,2020,1930737878,03-04-2020,20200403,20200403,18-04-2020,USD,RV,1,105087.63,20200403,NAA8,1930737878,1,1.010989011,19-04-2020
36466,U001,200744019,TARG trust,,2020,1930752622,07-04-2020,20200406,20200407,22-04-2020,USD,RV,1,14228.71,20200407,NAA8,1930752622,1,1.010989011,23-04-2020
36470,U001,200744019,TARG systems,,2020,1930697995,25-03-2020,20200325,20200325,09-04-2020,USD,RV,1,6982.69,20200325,NAA8,1930697995,1,1.010989011,10-04-2020
36472,U001,200797452,US  corp,,2020,1930817198,28-04-2020,20200423,20200428,13-05-2020,USD,RV,1,2470.7,20200428,NAA8,1930817198,1,1.010989011,14-05-2020
36473,U001,200792734,MDV/ co,,2020,1930666843,18-03-2020,20200318,20200318,02-04-2020,USD,RV,1,171918.79,20200318,NAA8,1930666843,1,1.010989011,03-04-2020
36475,CA02,140106408,WAL-M co,,2020,2960624585,10-04-2020,20200410,20200410,20-04-2020,CAD,RV,1,89735.21,20200410,CA10,2960624585,1,4.682854311,24-04-2020
36479,U001,200769623,WAL-MAR co,,2020,1930554643,27-02-2020,20200221,20200227,13-03-2020,USD,RV,1,29582.59,20200227,NAH4,1930554643,1,1.010989011,14-03-2020
36482,U001,200769623,WAL-MAR in,,2020,1930655107,16-03-2020,20200316,20200316,31-03-2020,USD,RV,1,40448,20200316,NAH4,1930655107,1,1.010989011,01-04-2020
36484,U001,200769623,WAL-MAR co,,2020,1930827144,27-04-2020,20200425,20200427,12-05-2020,USD,RV,1,4071.35,20200427,NAH4,1930827144,1,1.010989011,13-05-2020
36487,U001,200769623,WAL-MAR us,,2020,1930861983,06-05-2020,20200506,20200506,21-05-2020,USD,RV,1,28259.55,20200506,NAH4,1930861983,1,1.010989011,22-05-2020
36491,U001,200770677,KRAS llc,,2020,1930814952,23-04-2020,20200422,20200423,08-05-2020,USD,RV,1,84142.29,20200423,NAA8,1930814952,1,1.010989011,09-05-2020
36493,U001,200728270,HEI in,,2020,1930782732,15-04-2020,20200414,20200415,30-04-2020,USD,RV,1,133922.54,20200415,NAA8,1930782732,1,1.010989011,01-05-2020
36506,U001,200762301,C&S WH co,,2020,1930828445,26-04-2020,20200426,20200426,11-05-2020,USD,RV,1,75056.88,20200426,NAC6,1930828445,1,1.010989011,12-05-2020
36507,U001,200744019,TARG ,,2020,1930692689,26-03-2020,20200324,20200326,10-04-2020,USD,RV,1,7509.14,20200326,NAA8,1930692689,1,1.010989011,11-04-2020
36516,U001,200767520,DAWN corp,,2020,1930677136,24-03-2020,20200320,20200324,08-04-2020,USD,RV,1,27958,20200324,NAA8,1930677136,1,1.010989011,09-04-2020
36517,U001,200706844,WINC co,,2020,1930760437,10-04-2020,20200407,20200410,25-04-2020,USD,RV,1,44073.12,20200410,NAA8,1930760437,1,1.010989011,26-04-2020
36522,U001,200769623,WAL-MAR corporation,,2020,1930814074,23-04-2020,20200422,20200423,08-05-2020,USD,RV,1,1322.22,20200423,NAH4,1930814074,1,1.010989011,09-05-2020
36524,U001,200769623,WAL-MAR us,,2020,1930623670,09-03-2020,20200309,20200309,24-03-2020,USD,RV,1,2485.59,20200309,NAH4,1930623670,1,1.010989011,25-03-2020
36526,U001,200769623,WAL-MAR co,,2020,1930769610,10-04-2020,20200409,20200410,25-04-2020,USD,RV,1,1898.9,20200410,NAH4,1930769610,1,1.010989011,26-04-2020
36528,U001,200707005,KING S us,,2020,1930749945,07-04-2020,20200404,20200407,22-04-2020,USD,RV,1,16433.83,20200407,NAA8,1930749945,1,1.010989011,23-04-2020
36539,U001,200762301,C&S WH corp,,2020,1930729783,01-04-2020,20200401,20200401,16-04-2020,USD,RV,1,161781.22,20200401,NAC6,1930729783,1,1.010989011,17-04-2020
36546,U001,200759878,SA foundation,,2020,1930570189,27-02-2020,20200226,20200227,13-03-2020,USD,RV,1,51686.76,20200227,NAH4,1930570189,1,1.010989011,14-03-2020
36549,U001,200762301,C&S WH us,,2020,1930605768,05-03-2020,20200305,20200305,20-03-2020,USD,RV,1,21564.98,20200305,NAC6,1930605768,1,1.010989011,21-03-2020
36550,U001,200769623,WAL-MAR llc,,2020,1930756134,05-04-2020,20200406,20200405,20-04-2020,USD,RV,1,35668.1,20200405,NAH4,1930756134,1,1.010989011,21-04-2020
36554,U001,200407025,ALBERT foundation,,2020,1930570624,27-02-2020,20200226,20200227,13-03-2020,USD,RV,1,60393.3,20200227,NAA8,1930570624,1,1.010989011,14-03-2020
36556,U001,200762301,C&S WH us,,2020,1930860305,05-05-2020,20200505,20200505,20-05-2020,USD,RV,1,47365.43,20200505,NAC6,1930860305,1,1.010989011,21-05-2020
36562,U001,200407025,ALBERT associates,,2020,1930839369,01-05-2020,20200430,20200501,16-05-2020,USD,RV,1,8614.56,20200501,NAA8,1930839369,1,1.010989011,17-05-2020
36572,U001,200759878,SA corp,,2020,1930772274,10-04-2020,20200410,20200410,25-04-2020,USD,RV,1,17844.74,20200410,NAH4,1930772274,1,1.010989011,26-04-2020
36579,U001,200152991,JET corp,,2020,1930730018,01-04-2020,20200401,20200401,21-04-2020,USD,RV,1,849.04,20200401,NAD1,1930730018,1,1.010989011,22-04-2020
36580,U001,200762301,C&S WH co,,2020,1930643531,13-03-2020,20200312,20200313,28-03-2020,USD,RV,1,16817.71,20200313,NAC6,1930643531,1,1.010989011,29-03-2020
36583,U001,200126819,MCLANE foundation,,2020,1930581924,04-03-2020,20200229,20200304,19-03-2020,USD,RV,1,10112.37,20200304,NAA8,1930581924,1,1.010989011,20-03-2020
36590,U001,200761734,H E BUT in,,2020,1930710402,28-03-2020,20200327,20200328,12-04-2020,USD,RV,1,12772.71,20200328,NAA8,1930710402,1,1.010989011,13-04-2020
36602,U001,200936373,SUPE co,,2020,1930666727,18-03-2020,20200318,20200318,02-04-2020,USD,RV,1,78789.51,20200318,NAA8,1930666727,1,1.010989011,03-04-2020
36604,U001,200820380,SMITH'S systems,,2020,1930801439,21-04-2020,20200419,20200421,06-05-2020,USD,RV,1,11563.76,20200421,NAA8,1930801439,1,1.010989011,07-05-2020
36608,U001,200762301,C&S WH associates,,2020,1930747601,04-04-2020,20200404,20200404,19-04-2020,USD,RV,1,31148.83,20200404,NAC6,1930747601,1,1.010989011,20-04-2020
36611,U001,200803720,DEC ,,2020,1930819343,23-04-2020,20200423,20200423,26-04-2020,USD,RV,1,7996.46,20200416,NAM2,1930819343,1,1.010989011,27-04-2020
36617,U001,200769623,WAL-MAR foundation,,2020,1930690385,23-03-2020,20200324,20200323,07-04-2020,USD,RV,1,2373.96,20200323,NAH4,1930690385,1,1.010989011,08-04-2020
36619,U001,200148860,DOLLA systems,,2020,1930643544,14-03-2020,20200312,20200314,29-03-2020,USD,RV,1,15367.37,20200314,NAA8,1930643544,1,1.010989011,30-03-2020
36621,U001,100031704,DELHAIZE foundation,,2020,1930724748,01-04-2020,20200331,20200401,16-04-2020,USD,RV,1,109798.93,20200401,NAA8,1930724748,1,1.010989011,17-04-2020
36630,U001,200795490,HY -  in,,2020,1930759456,07-04-2020,20200407,20200407,22-04-2020,USD,RV,1,5594.25,20200407,NAA8,1930759456,1,1.010989011,23-04-2020
36635,U001,200744019,TARG llc,,2020,1930755397,02-04-2020,20200406,20200402,17-04-2020,USD,RV,1,12194.09,20200402,NAA8,1930755397,1,1.010989011,18-04-2020
36648,U001,200705089,JETR us,,2020,1930623718,10-03-2020,20200309,20200310,14-05-2020,USD,RV,1,596.14,20200310,NAGD,1930623718,1,1.010989011,15-05-2020
36651,U001,200793568,SUPE us,,2020,1930793057,16-04-2020,20200415,20200416,01-05-2020,USD,RV,1,28505.07,20200416,NAA8,1930793057,1,1.010989011,02-05-2020
36656,U001,200726979,BJ'S  systems,,2020,1930752328,03-04-2020,20200406,20200403,18-04-2020,USD,RV,1,896.89,20200403,NAA8,1930752328,1,1.010989011,19-04-2020
36660,CA02,140106408,WAL-M co,,2020,2960622060,22-03-2020,20200322,20200322,01-04-2020,CAD,RV,1,1039.06,20200322,CA10,2960622060,1,2.169835234,03-04-2020
36668,U001,200761734,H E BUT foundation,,2020,1930749249,05-04-2020,20200404,20200405,20-04-2020,USD,RV,1,108836.52,20200405,NAA8,1930749249,1,1.010989011,21-04-2020
36675,U001,200772595,SAFEW co,,2020,1930706285,27-03-2020,20200326,20200327,11-04-2020,USD,RV,1,62636.47,20200327,NAA8,1930706285,1,1.010989011,12-04-2020
36676,U001,200777735,NASH  corporation,,2020,1930594727,05-03-2020,20200303,20200305,20-03-2020,USD,RV,1,101407.11,20200305,NAA8,1930594727,1,1.010989011,21-03-2020
36677,U001,200230690,DECA ,,2020,1930733537,03-04-2020,20200403,20200403,24-04-2020,USD,RV,1,3739.88,20200401,NAM4,1930733537,1,93.66666667,26-07-2020
